게임,문제,정답,제보자
"가로,세로",[발레교습소]로 영화에 데뷔한 뒤 [6년째연애중]에서 남자주인공을 맡은 아이돌그룹 출신의 배우는?,윤계상,
"가로,세로",[백설공주를 사랑한 난장이]에 대한 설명 중 틀린 것은?,난장이는 백설공주와 결혼,
"가로,세로",[벤자민버튼의 시간은 거꾸로 간다]에서 데이지가 무용을 그만두게 된 이유는?,교통사고,
"가로,세로",[스파이더맨3]에서 죽음을 맞는 캐릭터는?,해리오스본,
"가로,세로",[연금술사]로 국내에도 잘 알려진 코엘료는 어느 나라에서 태어난 작가인가?,브라질,
"가로,세로",[예로부터 지금까지 드물다] 라는 뜻인 70세를 무엇이라 하는가?,고희(古稀),
"가로,세로",[오즈의마법사]를 마법사의 관점으로 바꾼 스토리로 만들어진 스티븐 슈워츠의 뮤지컬은?,위키드,
"가로,세로","[와니와 준하]의 김희선, [해피엔드]의 전도연, [미녀는 괴로워]의 김아중 등 미녀배우의 상대역을 맡았던 배우는?",주진모,
"가로,세로",[울학교이티]에서 부잣집 아들이지만 싸움잘하는 문제아 오상훈역을 맡았던 꽃미남 배우는?,이민호,
"가로,세로","[웰컴투동막골]의 음악을 맡은 이 사람은 나우시카, 토토로 등 미야자키 하야오 하야호 작품의 음악을 많이 맡았다. 누구인가?",히사이시 조,
"가로,세로",[이성중심주의]에 대한 근본적인 회의를 내포한 포스트모더니즘 학자가 아닌 사람은?,데카르트,
"가로,세로",[지구를 지켜라]로 이름을 알린 영화 감독으로 배우 문소리와 결혼하기도 한 사람은?,장준환,
"가로,세로",[타짜]에서 고니역을 맡았던 배우 조승우의 영화 데뷔작은?,춘향뎐,
"가로,세로",[하우스]의 출연인물 중 의사가 아닌 사람은?,스테이시,
"가로,세로",[히어로즈]의 여학생 클레어베넷이 가진 초능력은?,신체 재생,
"가로,세로",〈귀멸의 칼날〉에 관한 문제이다. 귀살대 중 번개의 호흡을 사용하는 젠이츠의 기술 중 호흡은 몇 형까지 있는가?,호흡 제1형,
"가로,세로",《고스트 바둑왕》 의 주인공과 등장인물에 대한 설명으로 옳은 것은?,사이는 히카루에게 바둑을 가르친 스승이자 작중 최강자이다,
"가로,세로",「의문사+to부정사」 에 쓰이는 의문사가 아닌 것은?,Why,
"가로,세로","「인어공주」, 「미운 오리 새끼」 등의 작품을 쓴 동화 작가는 누구인가?",안데르센,
"가로,세로",「too+형용사+to부정사」의 해석으로 옳은 것은?,너무 ~해서 ~할 수 없다.,
"가로,세로","**을 어항 안에 넣으면, 붕어들이 일시적으로 기절을 한다고 한다. **는 무엇인가?",얼음,
"가로,세로",`가결(可決)`의 반대어는?,否決,
"가로,세로",`가정은 인간의 기본적 욕구를 충족시켜준다.`에서 인간의 기본적 욕구에 들지 않는 것은?,사회화를 위한 교육의 장소,
"가로,세로","`교육으로 편견을 제거하고, 평등주의적 가치관을 수용하는 것`이라는 근본적인 해결책을 갖는 사회문제는?",여성 문제,
"가로,세로",`궁`캐스팅으로 채경 역을 맡은 사람은?,윤은혜,
"가로,세로","`권태감에 빠져 살던 주인공이 단순히 태양빛 때문에 우발 살인을 한 후, 사형선고를 받는다`는 내용의 알베르 까뮈의 소설은?",이방인,
"가로,세로","`금석학파, 글씨 , 추사체`에서 연상되는 인물은?",김정희,
"가로,세로","`기술 지배 현상이 나타난다`, `관료제 등장` 등이 가리키는 것은?",공업화,
"가로,세로",`기업들은 통신망의 발달로 부가 가치를 높이는 경영 혁명을 이룰 것이다.`의 결과로 나타나는 현상을 바르게 예측한 것은?,기업의 내부 구조가 분권화 될 것이다,
"가로,세로",`나는 생각한다. 그러므로 나는 존재한다.`라는 원리에 도달한 방법은?,회의적 방법,
"가로,세로",`내 마음이 곧 네 마음이다`라는 동학사상이 의미하는 참뜻은?,모두가 같은 인간성을 가진다는 형제정신,
"가로,세로",`내가 대접을 받고자 하는 대로 남을 대접하라.`는 황금률(黃金律)의 덕목과 관련된 개념은?,인권존중,
"가로,세로",`네 의지의 행동이 언제나 보편적 원리가 될 수 있도록 행위하라.`는 정언명령과 관련된 사상가는?,칸트,
"가로,세로","`농민과 도시 근로자의 상호 이익 향상, 노사 화합의 효과` 등과 관련된 직업인의 자세는?",연대 의식과 상부 상조 정신,
"가로,세로",`뉴스위크`란 무엇을 말하는가?,미국의 주간 시사잡지,
"가로,세로",`단군 신화의 홍익 인간의 이념`에 담겨 있는 의미는?,인간 존중,
"가로,세로","`덕치(德治), 민본주의 혁명 사상 주장` 등이 설명하는 것은 무엇인가?",왕도 정치,
"가로,세로",`도구의 인간`이라는 표현이 함축하고 있는 인간의 특성은?,"제도, 법률 등을 만들어 사용할 수 있는 능력",
"가로,세로",`몇 개의 기업이 시장을 지배하면서 가격을 조작하기도 한다.`와 같은 상황이 초래할 수 있는 결과는?,소비자의 경제적인 힘이 줄어든다.,
"가로,세로","`무구정광다라니경`, `무영탑`, `국보 제21호` 등과 관련된 것은?",불국사 석가탑,
"가로,세로",`미의 여신 비너스`에서 이름을 따온 행성은 무엇일까?,금성,
"가로,세로",`복지국가`라는 용어를 최초로 사용한 사람은?,비스마르크,
"가로,세로","`사랑, 감사, 신뢰는 어린 시절 가정의 도덕 교육에서 싹튼다.`는 말은 누구의 주장인가?",페스탈로치,
"가로,세로",`사회 성원이 각자의 신분과 지위에 따라 맡은 역할을 다함`에 나타난 공자의 정치 사상은?,정명(正名)의 사상,
"가로,세로",`선악은 인간의 선택과 판단이나 환경에 달려있다.`는 인간의 본성 중 무엇을 설명한 것인가?,백지설,
"가로,세로","`성삼문, 하위지, 이개, 유성원, 유응부, 박팽년` 등과 공통적으로 관련있는 단어는?",사육신,
"가로,세로",`소극적 자유`의 개념은?,국가로부터 자유로워지는 것,
"가로,세로",`시장의 자유가 지나치면 공공의 이익의 이익을 해칠 수도 있다.`는 주장의 근거를 사례로 보기 어려운 것은?,관료집단의 이기주의와 부정 부패가 만연할 때,
"가로,세로","`알, 신라의 시조, 서라벌` 등에서 연상되는 인물은?",박혁거세,
"가로,세로","`애꾸눈, 관심법, 후고구려` 등의 단어에서 연상되는 인물은?",궁예,
"가로,세로",`욕망이라는 이름의 전차`를 쓴 작가는?,테네시 윌리암스,
"가로,세로",`우리 나라 사람들은 까치가 울면 좋은 소식이 있을 거라고 기대한다.`는 어떤 우상인가?,종족의 우상,
"가로,세로",`워 아이 니` 라는 중국어는 우리나라말로 무엇을 뜻하나?,사랑해,
"가로,세로","`인간관계의 기본이며, 이것이 확대된 것이 경로 사상이다.`라고 할 때 이것은?",효,
"가로,세로",`인간을 신의 모사(模寫)로 여기고 자유 의지를 가지는 존재`로 보는 인간관은?,기독교적 인간관,
"가로,세로","`임금은 임금답고, 부모는 부모다워야 하고, 자식은 자식다워야 한다.`라는 논어의 글에서 강조하는 것은?",정명정신(正名精神),
"가로,세로",`자기가 하기 싫은 일은 남에게 강요하지 않는다`는 말의 바탕에 담긴 정신은?,공자의 인,
"가로,세로",`자기에게 부여된 임무를 성실히 수행해 내는 것이다`가 뜻하는 민주사회의 덕목은?,책임감,
"가로,세로",`자신의 가치를 스스로 발견하려는 노력 자세`가 설명하는 의미는?,자아 정체성 확립,
"가로,세로",`자유로운 경쟁을 통해 경제 주체의 창의성을 최대로 발휘한다`에서 볼 수 있는 자유 시장 경제의 이점은?,자유 경쟁을 통해 경제적 부를 증진시킨다.,
"가로,세로","`작은 공동체가 스스로 기능을 발휘하지 못할 때만, 상위 공동체가 지원해야 한다.`?",보조성의 원리,
"가로,세로",`제인은 버스를 기다리고 있는 중이었다`를 영어로 바르게 옮긴 것은?,★긴거★ Jane was waitiong for the bus.,
"가로,세로",`존재하는 모든 사물이 변한다는 사실을 모르고 사물에 집착하는 것`을 불교에서 무엇이라 하는가?,집성제,
"가로,세로","`지역간 특수성 상실, 의식주의 평준화` 등의 문제점과 관련된 것은?",대중화,
"가로,세로",`체포.구속.압수.수색`에서 법관이 발부한 영장을 제시하도록 한 영장제도의 근본이유는 무엇인가?,자유권적 기본권을 보장하기 위하여,
"가로,세로",`카추샤`라는 인물과 관계 깊은 것은?,부활,
"가로,세로",`타인의 정당한 의견 제시에 자신의 잘못된 판단을 수정할 수 있어야 한다.`는 민주 시민으로서의 어떤 생활 윤리를 설명한 것인가?,합리적 비판적 사고,
"가로,세로",`태극기 휘날리며`에 나오는 인물이 아닌 것은?,임현식,
"가로,세로","`효는 백행의 근본이요, 중선의 으뜸`이라는 말과 관계 깊은 사람은?",공자,
"가로,세로",´곤색 양복´에서 ´곤색´은 일본식 표현이다. 올바른 우리말은?,감색,
"가로,세로",<<국회가>> 국정에 관하여 직접 조사할 수 있는 권한은?,국정감사권,
"가로,세로",<<특정한>> 국정사안에 관하여 조사할 수 있는 국회의 권리는?,국정조사권,
"가로,세로",<△△△씨 빙모상/△△△씨 상배>등은 신문의 어떤 난에나오는것인가?,부음,
"가로,세로","<2001년 스페이스 오딧세이>, <스파르타쿠스> 등의 작품을 남긴 영화감독은?",스탠리큐브릭,
"가로,세로",<가까이 하기엔 너무 먼 당신>을 부른 가수는?,이광조,
"가로,세로","<가을의 내음>, <모란이 피기까지는> 등의 시를 쓴 사람은?",김영랑,
"가로,세로",<가을의전설>은 아름다운 영화다. 몇 형제의 이야기를 다뤘나?,3,
"가로,세로",<가정교육학과>를 줄인 말은 무엇인가?,가교과,
"가로,세로",<거문도 뱃노래>는 다음 중 어느 지방의 민요인가?,전라도 지방 토속민요,
"가로,세로",<견우와 직녀>설화에 등장하는 견우의 직업은?,목동,
"가로,세로",<고도를 기다리며>의 이 작가는?,베케트,
"가로,세로",<고백론>이라는 책을 지은 이탈리아 출신의 작가는?,아우그스티느스,
"가로,세로",<고양이>에 대해 설명하는 글의 내용으로 가장 어울리지 않는 것은?,고양이의 이름,
"가로,세로",<곤충기>라는 책을 지은 영국출신의 작가는?,파브르,
"가로,세로",<골든골>이라는 용어를 사용하는 운동경기는?,축구,
"가로,세로",<괄목상대>라는 말은 삼국지에서 유래되었다. 삼국 중 어느 나라의 어느 장수에게서 유래되었는가?,오-여몽,
"가로,세로",<교황청 연감>이 규정하고 있는 교황에 대한 설명이 아닌 것은?,이탈리아의 주권자,
"가로,세로",<구겐하임> <프라도> <루브르> <우피치> <오르세> 등의 단어에서 공통적으로 연상되는 것은?,미술관,
"가로,세로",<구약성경>에서 가장 첫번째로 나오는 것은?,창세기,
"가로,세로",<구약성경>에서 모세가 여호와로부터 받은 음식물은?,만나,
"가로,세로",<구약성서>에서 노아가 홍수가 났을때 비가 그쳤는지를 알아보기 위해 이용한 새는?,비둘기,
"가로,세로",<구지가>는 어떤 동물을 소재로 한 원시 시가인가?,거북이,
"가로,세로","<국민의, 국민을 위한, 국민의 정부>라는 민주주의 원칙을 설명한 사람은?",링컨,
"가로,세로","<국어 문법>, <말의 소리> 등을 저술한 사람으로, 숙명여고에 처음으로 부임한 남자 선생님이었던 사람은?",주시경,
"가로,세로",<국어교육학과>를 줄인 말은 무엇인가?,국교과,
"가로,세로","<군주론> 에서 군주가 겸비해야 할 간교한 술책과, 잔혹한 무력으로 상징되는 두 동물은?","여우, 늑대",
"가로,세로","<귀멸의 칼날> 문제이다. 귀살대의 주들 중 과거 교회에서 아이들에게 느낀 깊은상처로 인해 주가되어, 귀살대내에서도 인정받는 최강의 인물은?",히메지마 교메이(암주),
"가로,세로",<귀빈석>을 북한말로는 무엇이라 한느가?,주석단,
"가로,세로","<금도끼,은도끼>에서 나뭇군의 도끼를 주워준 사람은?",산신령,
"가로,세로","<금도끼,은도끼>에서 나뭇군이 도끼를 빠뜨린 장소는?",연못,
"가로,세로",<금수회의록>에는 모두 몇 가지 동물이 등장하는가?,8가지,
"가로,세로",<금수회의록>에서 모양이 기괴하고 눈에는 영채가 있어 힘센 장수같이 두 팔을 벌리고의 대목은 어떤 동물을 묘사한 것인가?,게,
"가로,세로","<금수회의록>에서 첫번째 등장하는 동물로, 우리에게 불길한 징조로 알려져 있는 동물은?",까마귀,
"가로,세로",<금지된장난>이라는 작품의 감독은 누구인가?,르네 클레망,
"가로,세로",<기타로 오토바이를 타자>라는 곡은 누가 부른 것인가?,산울림,
